entityid;route;rub;age;mois;annee;prd;abd;prf;abf;cumuld;cumulf;long;epaisseurdernierstravaux;anneedernierstravaux;naturedernierstravaux;supportdernierstravaux
89721a39-199e-4cfc-83bc-e43cca49be2a;76 D0220;20;0;7;7;1;650;1;850;1835;2035;200;1;2008;ES;BBSP
8978fdfe-9101-4ad5-9091-2caf20f69680;76 D0003;20;0;4;9;15;405;16;666;15371;16637;1266;1,5;2004;COUL;BB
899052e1-2f63-4627-8f06-961f8c59b9b6;76 D0032;20;0;9;12;5;894;6;38;6331;6531;200;3;1996;BBTM;BB
89a0e39a-1dd2-49b5-925c-bb005f6bbe91;76 D0025;20;0;7;7;16;785;17;78;16949;17244;295;1;2005;COUL;COUL
89ab8f0b-3aa3-4329-9870-4a61922363d6;76 D0938  G;20;0;6;11;19;0;23;1075;6762;7950;1188;5;1989;BBSG;AC
89b64db4-2657-4fc3-8b48-3b0bfce7965e;76 D0268;20;0;7;7;1;924;4;147;1939;4162;2223;1;2008;ES;ES
89bfcf4c-1af4-4f2d-967f-0cd3354423cc;76 E6028B1;20;0;11;14;0;0;0;184;0;184;184;6;2014;BBSG;AC
89e9cfef-eb08-4f09-b5a2-3d7f3007e236;76 D0107;20;0;7;7;20;245;21;292;20286;21372;1086;1;2006;ES;BBSP
89f4de7d-6be0-40e9-a581-e80487144ea9;76 D0485;20;0;8;10;2;769;2;1001;2785;3017;232;4;1990;BB;BB
89f96c3b-bdc9-466f-b149-e86ff22b10d3;76 D0920;20;0;12;11;39;819;39;910;39330;39421;91;4;2007;BBM;BBSP
89fd13e3-98cd-481b-af0c-372b49bcb91b;76 D0125;20;0;11;14;2;100;2;300;2110;2310;200;6;2014;BBSG;RABOT
89feb43d-5543-4e05-99d5-877d335a9369;76 D0151;20;0;7;7;14;998;15;900;15016;15940;924;1;2011;ECF-MC;BB
8a18f84f-6a7d-4b31-89dd-bfbfdc9a83dc;76 D0928;20;0;7;7;63;700;64;800;63934;65037;1103;6;1989;BBSGP;!!!!!!
8a264b05-44b6-4aa3-8b56-6d0b7f0c94db;76 D0250;20;0;7;7;4;602;5;980;4598;5980;1382;0;2001;ES;ES
8a31bd19-41cc-4247-bf07-eabe54cbf3ce;76 D0070;20;0;7;7;27;703;28;232;27838;28362;524;1;2004;COUL;ES
8a4e204e-2064-4d27-b308-93897f7b76b8;76 D0145;20;0;7;7;7;200;10;111;7206;10132;2926;1;2006;COUL;BB
8a622d55-e78f-4513-89fe-5f66ff359cfa;76 D0020;20;0;7;7;19;916;19;946;19979;20009;30;4;1993;BBTM;BB
8a693957-ae70-4fdf-bf4e-52059462c623;76 D0468;20;0;7;7;5;188;5;894;5196;5902;706;4;2001;BBSP;ES
8a6ec99a-4836-4d80-86ea-579bc1c0cd5f;76 D0154;20;0;7;7;5;930;6;280;4555;4930;375;6;2007;BBSG;BB
8a79a41a-6dbb-4cb6-a3de-a8fe7b9144d4;76 D0929;20;0;7;8;25;551;26;680;24777;25957;1180;4;2011;BBM;AC
8a7eebe6-5d90-49a3-a4cb-87751d1dd9a3;76 D0005A;20;0;7;7;0;0;0;548;0;548;548;3;2000;BBSP;AC
8aa77889-5c59-4167-8f41-f5c5b272fba9;76 D0982;20;0;10;13;48;800;49;90;48657;48954;297;3,5;1998;BBTM;COUL
8aa875b1-5ae5-4908-87ea-3703bb6b54cc;76 D0096;20;0;11;9;18;493;20;159;18991;20697;1706;2;2006;BB-REP;COUL
8aade1a6-de12-45b0-8c13-e2f334b23ee4;76 D0090;20;0;2;8;7;670;8;130;5906;6356;450;1,5;2007;COUL;AC
8abb3ee0-546f-40b9-b3d7-09b303909647;76 D0064;20;0;7;7;0;588;2;530;588;2548;1960;4;2005;BBTM;BB-REP
8ad0cf54-9425-4a9f-88e9-76c3e886fd47;76 D0034;20;0;10;7;26;530;26;550;26287;26307;20;6;2001;BB;BB-REP
8ad2461c-404e-48bc-9b82-6ce31c9ec637;76 D0001;20;0;7;7;28;961;29;210;28899;29139;240;2,5;2000;BBTM;COUL
8ad78304-8466-44a3-a992-af0b26731161;76 D0020;20;0;7;7;19;946;24;667;20009;24795;4786;1,2;2012;ECF-BC;BB
8ae11b94-5ebd-41e5-b9bf-af8d3b78d5f9;76 D0044;20;0;7;7;19;967;20;376;20085;20520;435;1;2005;COUL;BBUM
8ae509bf-1791-47a7-9c5e-2be6327266a4;76 D0068;20;0;6;11;44;1542;47;473;45581;47235;1654;0;2007;COUL;BBSP
8ae8fdb9-2f65-4f87-96b3-0be52f33a7f9;76 D0012;20;0;11;11;44;0;44;843;44480;45323;843;1;2006;COUL;BBUM
8b0c3c27-84cf-48ed-a8d5-6815e3cabd7a;76 D0075;20;0;7;7;32;743;32;880;32983;33120;137;1;2000;COUL;ES
8b189316-0776-4abb-b3be-38106c2197cc;76 D0014;20;0;7;7;0;0;0;848;0;848;848;1;2007;COUL;COUL
8b218a8d-5d39-40fe-9053-7f051721bd1b;76 D0102;20;0;7;7;2;124;5;307;2144;5336;3192;1;2003;ES;COUL
8b272284-e6bb-4816-9625-3d742dde04b5;76 D0001;20;0;3;8;28;600;28;961;28538;28899;361;9999,99;1996;BB;BB
8b2ca5d9-f057-4ce0-a64d-65247dac53a8;76 D0940;20;0;6;13;25;315;26;20;25891;26602;711;1;1997;COUL;BB
8b34128c-4ca7-4903-857d-0379244a450f;76 D0106;20;0;11;7;18;160;20;720;18121;20704;2583;0;2001;ES;ES
8b4790f9-1007-4902-8ae7-cb5799031f84;76 D0928;20;0;7;7;43;820;44;210;44120;44529;409;4;2005;BB;BB
8b5292ad-93d5-47a3-a5a8-a994f98e7ce4;76 D0096;20;0;9;7;14;257;15;309;14223;15282;1059;2;2007;BB-REP;COUL
8b57c2d6-ca90-4fed-86f0-767ed5ee66ac;76 D0028;20;0;7;7;0;0;0;900;0;900;900;1,2;2012;ECF-BC;BB
8b747e4d-0c0d-46c3-92c5-017afcec7435;76 D0075;20;0;7;7;11;876;12;246;12085;12483;398;1;2008;ES;ES
8b783e21-d4e4-47d6-9f0c-8a3036c00881;76 D0013A;20;0;7;7;1;702;1;1076;1837;2211;374;1;1995;COUL;ES
8b7b1d0c-5b3d-46ed-8635-76350c22194c;76 D0925;20;0;7;7;0;674;1;400;674;1409;735;4;2001;BB;COUL
8b7d1d11-5722-489d-81b6-6666f567306b;76 D0112;20;0;7;7;6;986;8;473;7129;8759;1630;6;2001;BB;BB-REP
8b7ef940-fd20-415f-8956-18cfa8003b9e;76 D0131;20;0;10;9;29;310;32;290;29602;32360;2758;1;2008;COUL;BB
8b8887ce-64a0-4368-8076-ba73c7485d72;76 D0055;20;0;11;14;7;815;10;848;8801;11900;3099;1,2;2014;ES-BC;AC
8b8fe6b4-d722-451b-9c8a-2bf189db796f;76 D1015;20;0;7;7;0;310;0;380;310;380;70;1,5;1997;COUL;ES
8b947056-6672-4710-ac5c-48c98b49da9d;76 D0044;20;0;7;7;21;640;21;848;21794;22002;208;1;2005;COUL;COUL
8ba6bd6c-7169-4c13-83a7-4e6da70a8fc1;76 D0075;20;0;7;7;31;590;32;743;31845;32983;1138;1;2006;COUL;ES
8ba7ee1f-7331-4273-a9d0-20177c722dde;76 D0311;20;0;7;11;0;0;0;8;0;8;8;2;1999;BBUM;ES
8baf2fd5-dbab-4299-8922-a38d5d8902c2;76 D0092;20;0;7;7;4;1001;5;608;4694;5334;640;4,5;1998;BBTM;AC
8bcdc0c8-3082-42a4-a08c-ee04d07c94c9;76 D0033;20;0;7;7;14;38;20;466;14083;20494;6411;1,5;2001;BBUM;BB-REP
8bcddd31-3872-451b-a904-8e0e50c6a993;76 D0044;20;0;9;11;4;100;4;228;4129;4257;128;6;2006;BB;GB-REP
8bcf4181-f3bb-4438-b2c4-de62f4a6942e;76 D0029;20;0;9;12;13;610;13;626;13711;13727;16;5;1998;BB;ES
8bd28076-b640-4eb0-ba08-112ca0dff2f8;76 D0921;20;0;5;8;25;892;25;895;26844;26847;3;3;1997;BBTM;BB
8bd39c76-8600-4cbb-a588-9f1f322d0aad;76 D0082;20;0;7;7;1;890;2;311;1904;2323;419;4;2004;BBM;ES
8bd86505-be52-4157-aa1c-32dbddae980d;76 D0033;20;0;7;7;20;466;20;476;20494;20504;10;1;1999;COUL;ES
8bf389a3-ec27-4436-9723-166dfe343cec;76 D0982;20;0;4;8;8;280;8;730;8282;8732;450;1;1999;COUL;COUL
8bfad0b8-45ab-4431-8a3a-c9e863920c5b;76 D0308;20;0;7;10;1;966;2;685;1981;2714;733;6;2002;BB-REP;BBUM
8bff0b9d-7927-456e-9ec1-3398779cde1a;76 D0114;20;0;9;11;28;1012;29;89;28996;29202;206;6;2010;ES-MC;BB-REP
8c034b21-feaf-4e27-b171-de514984fb57;76 D0086;20;0;7;7;24;424;24;654;21399;21629;230;6;2001;BB;GB
8c03b48c-d4bc-4e16-b1ce-87e09efe8642;76 D0211;20;0;7;7;6;232;6;860;6201;6829;628;1;2009;COUL;BBUM
8c106208-67d7-414d-96c1-510a86c98e31;76 D0373;20;0;10;7;4;200;4;400;3802;4002;200;6;2006;BB;BB
8c1d4098-659e-4628-8b0d-378f0b77dd6e;76 D0921;20;0;9;12;3;49;3;101;3298;3350;52;4;1993;BB;AC
8c1df6c9-0ea6-4437-8028-08834bddae7e;76 D0282;20;0;7;7;0;0;0;570;0;570;570;1,5;2004;COUL;COUL
8c251941-ab11-4fbb-b102-f741674ee7f5;76 E6028A1;20;0;2;10;0;0;0;300;0;300;300;6;2002;BB;BB
8c26b76a-07cd-4a12-9997-f65ec12cae72;76 D0438;20;0;11;8;3;402;3;527;3386;3511;125;6;1995;BBSG;AC
8c3ab60e-f4b1-449f-b7d0-40e8edd8e1ad;76 D0151;20;0;9;7;17;150;17;158;17188;17196;8;1,5;1999;COUL;BB
8c3f8e09-2c3c-4bd5-8f5e-f7de61ef7bb5;76 D0205;20;0;7;7;0;0;1;432;0;1421;1421;0,6;2004;ES;ES
8c43cc2c-e2fa-42a4-8e04-f71d3fd49630;76 D0097;20;0;7;7;32;866;34;260;33040;34469;1429;2;2005;BB-REP;ES
8c49f15f-a872-45d8-828f-cc5f95f0d8be;76 D0407;20;0;7;7;11;329;12;218;11379;12326;947;1;1999;ES;ES
8c5899dd-1ec0-4ee2-bc66-d162f1aa918a;76 D0067;20;0;7;7;0;370;0;826;370;826;456;2,5;2010;ECF-BC;AC
8c756797-bca1-465c-beaa-48c66a095b7f;76 D0982;20;0;9;12;70;5720;70;5923;82189;82392;203;9999,99;1900;!!!!!!;AC
8c7838f4-c68a-463b-98ab-37c462fd45d7;76 D0915F;20;0;11;9;27;827;27;917;827;917;90;4;1998;BBTM;COUL
8ca1cb77-25be-462e-93bb-e2d15294c8ad;76 D6015;20;0;11;12;23;0;25;10;21425;23462;2037;1,5;2013;ES-BC;AC
8cab1869-7af4-4171-bd9e-93fefba601da;76 D0018E;20;0;9;12;3;990;4;900;3992;4903;911;6;2004;BB;GB
8cb39349-691d-47bb-938d-78d6c975dd9d;76 D0131;20;0;7;7;19;200;22;0;19293;22090;2797;3;2006;BBTM;BBTM
8cbf77e0-70c3-42ce-8fec-83afd989c758;76 D0013;20;0;7;7;35;159;35;800;34740;35381;641;2,5;2000;BBTM;AC
8ce34246-b600-4ab5-a8ce-929757ec77cc;76 D0054;20;0;7;7;8;331;8;946;8416;9031;615;1,5;2005;COUL;BBTM
8ce52026-1865-489c-9e01-524974dfb8eb;76 D0026;20;0;7;7;9;974;15;96;9990;15147;5157;2;2007;BB-REP;ES
8ce54b7d-0991-44aa-a145-6ac292c3548b;76 D0117;20;0;7;7;25;30;25;188;25061;25219;158;1,5;1999;COUL;COUL
8cf24d23-3d76-4b88-9e1d-6ee7825f8ab0;76 D0032;20;0;7;7;19;932;23;160;17155;20415;3260;3;1996;BBTM;ES
8cf35266-726f-43e0-8ce8-190c69a8b42d;76 D0043A;20;0;2;8;1;343;1;471;1342;1470;128;6;2007;BBSG;AC
8d11c628-e0b2-418c-9c32-ea9a753d3e93;76 D0012;20;0;7;7;31;76;32;132;31429;32502;1073;2;2001;BB-REP;ES
8d133623-4c8e-4f79-a5d3-21a523c536fa;76 D0072;20;0;7;7;3;81;3;382;3131;3432;301;1;2007;COUL;BBUM
8d134af9-994c-464a-aa93-c5be80f0278f;76 D1043;20;0;2;9;0;0;1;883;0;1879;1879;6;2000;BB;GB
8d193314-4c78-4a05-bc28-2f6134d05691;76 D0413;20;0;11;9;0;690;3;592;690;3653;2963;1;2009;ES;ES
8d3cda7f-acde-4243-902a-85f8f9e9b4d1;76 D0007;20;0;7;7;91;884;94;718;93755;96579;2824;2;2005;BBUM;ES
8d3ea838-a27c-4208-aada-c165e534271d;76 D0053;20;0;10;8;0;291;1;760;291;1857;1566;1;2008;COUL;COUL
8d462f11-074c-4b67-acd0-dc1ddb70f13f;76 D0028;20;0;7;7;10;265;10;613;10445;10793;348;1;2002;ES;BBUM
8d5e059e-803e-4894-ad45-9ab716f6c029;76 D6015;20;0;7;7;41;600;43;400;40076;41825;1749;0;1995;ESLGg;!!!!!!
8d75a75e-ea14-4d61-a8f1-3adf7a562a43;76 D0053;20;0;7;8;5;960;7;55;6059;7165;1106;6;2006;BB;BBTM
8d7ca95a-d793-452b-8e14-678d6734a522;76 D0078A;20;0;7;7;0;0;0;521;0;521;521;2;2004;COUL;AC
8d7f0553-1c92-4ae2-995c-7233dfba4bfa;76 D0143;20;0;10;13;8;184;8;680;8214;8710;496;1;2012;ECF-BC;AC
8d809d05-0805-41f5-a6a3-e26b7d3ce0ce;76 D6015;20;0;3;8;4;880;5;110;4910;5159;249;1;1994;COUL;AC
8d855469-7fbd-423c-b4d3-803d45a77887;76 D0016;20;0;7;7;15;484;17;129;15439;17087;1648;6;2005;BB-REP;ES
8d938bd3-a088-4c19-a3d8-2d725a11f0c7;76 D0103;20;0;7;7;2;366;3;47;2382;3052;670;1;1999;ES;ES
8d9f07e2-cbd4-4cc0-b9ab-c4b2569ed556;76 D1043B G;20;0;2;8;0;0;0;580;0;580;580;4;2000;BB;GB
8da7f69e-4a55-4140-a336-fff889c1afbc;76 D0032;20;0;10;13;2;978;3;533;3036;3719;683;6;1998;BB;ES
8de09459-ea0b-4ec4-a8e8-5861549d86dd;76 D0313;20;0;7;7;0;540;1;991;540;1987;1447;0,5;2001;ES;ES
8de0c39b-fccd-4c30-8c50-ed8ba0cb0595;76 D0982;20;0;10;7;69;280;69;897;75751;76368;617;1;1994;COUL;BB
8de16ab3-efce-4123-814f-cf78a3b7c038;76 D0491;20;0;7;7;4;600;5;500;4569;5372;803;1,5;2012;ECF-BC;BBUM
8defc216-9a24-46f8-a4f5-cd684bbf2cbc;76 D0041;20;0;11;12;4;268;4;319;4190;4241;51;1;2003;COUL;COUL
8dfd93ba-3fd1-4866-b75f-57f6f5264ded;76 D0090;20;0;7;7;22;469;23;309;20838;21669;831;1;2003;COUL;COUL
8e0cd53f-e619-46a1-bd67-fdda855b7bed;76 D0053;20;0;5;12;0;0;0;291;0;291;291;0;1997;COUL;AC
8e24b6ef-831e-44cf-8ec5-f0545ebe9b49;76 D0107;20;0;10;13;31;632;33;552;31743;33518;1775;1,5;2013;ES-BC;BBUM
8e38feae-8b80-4534-bddd-1519cecd38fa;76 D0142;20;0;7;7;39;41;39;916;39174;40049;875;3;2000;BBTM;COUL
8e44d86a-8041-475e-ac08-316c0ac3627f;76 D0929;20;0;7;7;15;180;15;560;14871;15251;380;6;2008;BBSG;BB
8e4a6f81-c5b8-4a5f-8707-d694c4553c96;76 D0222;20;0;7;7;12;455;14;288;12546;14387;1841;6;2005;BB-REP;ES
8e55c60e-624a-4cb6-bd87-0b40364d6a98;76 D0077;20;0;7;7;0;750;1;500;750;1508;758;1;2011;ES;ES
8e5bdeab-1f96-4e2b-8486-0640878e3b66;76 D0003;20;0;9;13;53;450;53;909;52495;52954;459;4;2002;BB;AC
8e765355-017c-4f3d-8dde-d107b0f12954;76 D0913;20;0;7;7;1;100;1;175;1159;1234;75;6;1986;BB;AC
8e78509d-1b6c-40d5-aa00-b6b162eb16df;76 D0304;20;0;7;7;0;0;2;580;0;2593;2593;0,6;2006;ES;ES
8e86be8b-2ded-4f5f-a33e-e2f8544835bc;76 D0033;20;0;7;7;2;60;3;12;2069;3020;951;6;2000;BB;BB
8e8b67d3-b098-4ff0-a8e6-d50cb45f8bca;76 D0008;20;0;9;13;10;336;10;625;10179;10468;289;0,6;1997;ES;BB
8e9e1a65-61ca-4b8c-8824-373eb9b89974;76 D0007;20;0;7;7;21;750;24;582;23399;26243;2844;4;1999;BBUM;BB-REP
8ec5f459-e061-41f8-afd4-c35b629a8338;76 D0211;20;0;10;9;6;860;7;780;6829;7740;911;1,8;1998;BBUM;GB-REP
8ed7d89f-52c5-4907-acb9-bd213b2a4706;76 D0488;20;0;8;7;0;0;0;1000;0;1000;1000;6;2007;BB;BB
8edec4f4-5b75-4745-b427-b64a766667a3;76 D0018;20;0;9;13;2;500;2;617;2467;2584;117;1;2001;COUL;AC
8f0a7bc7-2bac-4900-bed3-accde94e6487;76 D0057;20;0;9;7;21;300;21;405;21486;21591;105;1;1996;ES;BB
8f1b318d-e85b-4ab0-92df-a56833071f5b;76 D0107;20;0;7;10;22;272;25;697;22361;25799;3438;6;2002;BB-REP;AC
8f1bf822-1744-4274-aff0-0c289b7b500e;76 D0982;20;0;9;12;70;4670;70;5720;81139;82189;1050;1,5;2011;ECF-MC;AC
8f382939-5972-4f8e-aa2f-0e53fe7047a6;76 D0012;20;0;1;8;48;231;50;480;48736;50994;2258;0,6;2007;ES;BBUM
8f3a7e41-c755-4580-a261-e3e19b8fc0ee;76 D0001;20;0;11;14;12;963;14;384;12933;14345;1412;1,2;2014;ES-BC;AC
8f42ef00-bd31-4724-b8c7-728714853277;76 D0929;20;0;9;13;62;1000;66;94;62654;66055;3401;2;2013;ECF-MC;ES
8f4a45c8-03f3-4262-a2a0-d6fa7ee1208e;76 D0004;20;0;7;7;1;500;2;500;1298;2299;1001;1;2003;ES;ES
8f7273d2-ea21-417d-97e7-5334510d44c1;76 D0138;20;0;11;11;10;393;11;800;9364;10767;1403;6;1996;BB;GB
8f870186-383b-4541-bcf0-a8feb2a7a300;76 D0041;20;0;9;7;27;958;32;10;28013;32024;4011;2;2007;BB-REP;ES
8f880056-ed94-46f0-9aa4-a2601a556aef;76 D0121;20;0;7;7;0;0;2;710;0;2699;2699;1,5;2013;ES-BC;AC
8f9f1d61-be19-4237-bd23-84f2c4e8b428;76 D0149;20;0;7;7;34;650;38;391;34740;38501;3761;6;1998;BB;BB
8fa13473-d223-4c34-9e8c-893fe9defee9;76 D0095;20;0;7;7;8;399;9;420;8964;9982;1018;4;2008;BBM;AC
8fa219fe-5199-49e1-a716-e2d4bc9495b3;76 D0143;20;0;7;7;10;20;12;100;10061;12166;2105;4;2002;BB;COUL
8fa897da-99f1-4a5e-975f-675ec0584d06;76 D0041;20;0;4;8;11;826;12;724;11835;12736;901;3;2001;BB;BB
8fc3ac1b-b6b6-45e9-8f03-badf4b471f31;76 D0007;20;0;7;7;18;714;19;840;20257;21377;1120;4;2008;BBM;AC
8fc49638-a693-4505-9743-4cdcd6a79996;76 D1043;20;0;11;14;1;883;1;1070;1879;2066;187;6;2014;BBSP;AC
8fcd40ad-bf2d-4429-8c77-9fe6bf8e6769;76 D6015;20;0;7;11;80;346;80;404;79283;79341;58;6;2010;BBSG;BB
8fcffec1-908c-4053-8bb2-f8044ebb43e0;76 D0012;20;0;11;11;32;600;35;808;32970;36177;3207;0,6;2011;ES-MC;BBUM
8fe16bb2-44ea-4017-b2f8-3c325ec90379;76 D0471;20;0;7;7;0;209;3;282;209;3271;3062;1,5;2012;ES-BC;BBSP
90042d06-5491-44ce-ad58-cee5950d41f2;76 D0053;20;0;1;8;57;359;57;835;57673;58149;476;0,6;2007;ES;BBUM
9011b33b-080d-4109-a935-3dd1366ae62a;76 E6015G3;20;0;7;7;0;0;0;200;0;200;200;9999,99;1900;!!!!!!;BB
90164bcb-3e04-483a-9e64-1b51f0909535;76 D0471;20;0;11;7;4;732;4;1032;4744;5044;300;1;2007;ES;ES
901fbbb0-0f97-41bc-9218-aaaacb267a19;76 D0013;20;0;7;7;7;468;7;500;7623;7655;32;5;2012;BBSG;BB
9028ad26-0449-4ecc-806d-bca28d39efd9;76 D0011;20;0;7;7;20;247;21;18;20464;21213;749;1;2004;COUL;BBUM
9039f632-d6e0-4df6-80ea-05ec943ced60;76 D0054;20;0;7;7;13;774;14;220;13858;14294;436;5;2009;BBSG;BB
9040755a-270b-47dd-ba21-f426557fbe10;76 D0226;20;0;7;7;4;94;8;161;4078;8172;4094;1;1999;ES;ES
90488270-56cf-4b42-bbc3-5b51493bd322;76 E0418B3;20;0;1;10;0;0;0;137;0;137;137;6;2008;BBSG;GB
90622cde-d558-4f47-88ef-6ae656af6a95;76 D0056;20;0;7;7;0;0;0;85;0;85;85;6;2007;BB;BB
90638e13-f161-48c5-9a95-774b60ef9878;76 D0928;20;0;2;10;6;450;7;634;6099;7403;1304;4;2006;BB;AC
908aa00e-c464-4a68-866b-90ceeec3fe6b;76 D0097;20;0;7;7;41;205;42;612;41372;42810;1438;1;2002;ES;ES
909ba4a4-8f3c-48ca-84c5-769f5cb931df;76 D0039;20;0;10;7;15;197;15;300;15333;15436;103;6;2006;BB;BB
90a38284-10f4-42c1-bae9-2350b88a0725;76 D0437;20;0;7;7;1;532;1;940;1532;1940;408;1;2002;COUL;ES
90ad00f3-daf1-4838-8325-20634376a0da;76 E6015G4;20;0;6;11;0;197;0;315;197;315;118;6;2000;BBSG;AC
90c08412-c465-4b9b-a8ec-26562b5d7802;76 D0043;20;0;9;11;19;0;19;224;18966;19190;224;3;2002;BBTM;AC
90c188a2-bc09-4020-8f46-b9652965775a;76 D0252;20;0;6;12;5;560;6;149;5575;6178;603;1,2;2009;ECF-BC;ES
90cb0290-5128-4ad1-85a6-d1cb68a183a4;76 D0108;20;0;7;7;10;658;11;578;10673;11573;900;3;2001;BBSP;ES
90e01a6f-775f-49b7-a2e5-c4afb0d6a298;76 D0001;20;0;9;7;47;585;48;0;47517;47931;414;1;2007;ES;BB-REP
90e4dc06-fefc-429f-9a8c-1f3aa958b2a4;76 D0073;20;0;7;7;19;600;19;997;15940;16337;397;1,5;1995;COUL;ES
91004647-0856-4899-a2ad-f0745e3980d3;76 D0068;20;0;7;7;20;488;21;121;20506;21183;677;4;2002;BB;BB
910d406e-2a18-420a-a224-cf256708ab0e;76 D6014;20;0;12;13;2;780;4;800;2784;4807;2023;1,5;2012;ECF-BC;AC
910df8e3-9f1b-404e-ae16-6ba333117e0a;76 D0100;20;0;9;7;16;995;17;948;16625;17580;955;1;2007;ES;BB-REP
9116b370-6e00-4551-bb7d-79eae09f0ca0;76 D0240;20;0;7;7;16;794;17;116;16702;17043;341;1;2009;ES;BB
9126680f-2f6e-4aad-bc57-daf58652ec3b;76 D0051;20;0;7;7;19;740;20;1010;19972;21347;1375;1;2005;COUL;AC
912a94e5-eeaf-4b49-bbf0-c14c421ed77f;76 D0086;20;0;10;9;12;844;15;878;9608;12685;3077;1;2008;ES;BBUM
9160e332-d46b-4846-b71a-337813052c2d;76 D0115;20;0;7;7;0;0;8;450;0;8551;8551;1;2004;ES;ES
91800d4e-021a-40c0-aad5-758acca2d489;76 D0256;20;0;12;11;0;424;2;984;424;2989;2565;0,5;2006;ES;ES
91853b0a-a8da-4906-94a9-171cd1ba0300;76 D0002;20;0;7;7;17;770;23;142;17657;22959;5302;4;1999;BB;BB
918618e2-7f04-476a-a554-fce7cd4691cb;76 D0016;20;0;7;7;21;130;23;202;21118;23184;2066;1;2006;ES;BB
9189515b-3e04-49ea-a421-609101bbd806;76 D0268;20;0;7;7;5;232;5;562;5234;5564;330;1;2004;COUL;BBTM
9189c7bd-afdd-4596-bb05-9dffa8b4ba76;76 D0154;20;0;7;7;4;20;4;554;2529;3063;534;4;2002;BBUM;COUL
91b09903-8eb1-4e10-9669-92133f215483;76 D0054;20;0;12;11;20;185;21;65;20207;21084;877;1,5;2005;COUL;COUL
91b93b86-7e6b-4df4-8cbc-a00ef8e9b403;76 D0055;20;0;11;14;22;0;22;915;23127;24042;915;3;1999;BBSP;ES
91c408b6-ac07-4977-81c9-b2d02cc1c3ed;76 D0149;20;0;10;9;30;424;30;935;30493;31004;511;4;2004;BB;COUL
91ca6689-ec52-4254-98c5-78b974da83d4;76 D0054;20;0;7;7;6;870;7;250;6886;7272;386;1;2007;COUL;BB
91d45d18-efef-407c-89c4-e7ce92314659;76 D0053;20;0;7;7;74;230;74;380;74541;74691;150;4;2002;BB;GB
91de114a-3459-41f5-8570-c925a56b1196;76 D0027;20;0;7;7;2;545;3;281;2505;3237;732;4;2007;BB;COUL
91e0963e-3d36-4432-9a4a-59154c85904d;76 D0038;20;0;7;7;18;750;21;405;18564;21226;2662;2;2001;BB-REP;ES
91e83beb-277b-44c8-855a-6bfe8fe451b2;76 D0090;20;0;7;7;2;380;2;444;2455;2519;64;3;2002;BBTM;AC
91eb0a4c-81f3-4e8d-a313-9aae22794592;76 D0011;20;0;11;14;21;18;22;306;21213;22532;1319;1,2;2014;ES-BC;AC
91f2eeab-a363-4fc4-9a24-91a0734fc75b;76 D0407;20;0;7;7;7;39;9;584;7112;9626;2514;4;2002;BB;ES
91f47e40-825f-46a6-9dc1-9d4c1f4872df;76 D0053;20;0;1;8;53;800;56;585;54098;56890;2792;0,6;2007;ES;BBUM
91fa538b-5c19-4c81-bc03-c6e945a5f16f;76 D0068;20;0;7;7;38;600;38;795;38651;38846;195;1;2009;COUL;BB
9206914c-a3f0-4b91-91fd-56c81836a5db;76 D0011;20;0;7;7;27;78;27;753;27310;27985;675;6;2006;BBSG;BB
921c1699-90a3-4a1c-82f9-a80e408ac0b0;76 D0059;20;0;7;7;5;938;6;164;5934;6164;230;1;2006;COUL;BBUM
921e58d2-4772-4578-be89-a854a99f7c99;76 D0071;20;0;7;7;12;306;12;400;12350;12444;94;0;2008;BBSP;COUL
923efbae-927f-4540-ab98-4a236916f8e0;76 D0131E;20;0;7;7;1;501;5;0;1460;5028;3568;3;2006;BBTM;BBTM
924ddccf-ce34-44cb-a313-3bc5a65f4534;76 D0003;20;0;11;11;32;50;37;953;31963;37894;5931;0,6;2007;ES;BB-REP
92536473-ea3b-417e-8fab-9813e108194e;76 D0026;20;0;7;7;38;448;39;29;38796;39386;590;1;1998;COUL;AC
9259f33c-4af2-4d81-b809-25f8e529a8bf;76 D0067;20;0;7;7;37;484;37;640;38856;39012;156;1;2009;ES;ES
92692e62-5aa8-4f47-a3c2-294df38042e8;76 D0001;20;0;7;7;19;766;20;864;19785;20885;1100;6;2007;BBSG;BBTM
927c62f3-661f-4bb3-80b6-ef6d781b4dc0;76 D0928;20;0;9;7;48;770;50;586;49096;51004;1908;1;2011;ECF-MC;ES
9283f1a0-3a76-473a-a6bb-222525d56a28;76 D0055;20;0;7;7;17;440;19;505;18538;20615;2077;1;2006;ES;ES
929eb39f-8bc7-4ea7-908c-557720acc009;76 D6382  G;20;0;6;11;4;67;4;780;3877;4590;713;3;1994;BBM;AC
92a15851-f50e-497a-81ec-8ac2d8be5ff7;76 D1015;20;0;7;7;1;790;2;0;1737;2336;599;4;2005;BB;BB
92a6ba83-186c-462a-863a-e40b49a87fc0;76 D0063;20;0;7;7;23;371;23;902;23396;23927;531;6;1999;BB;ES
92a8d710-befd-40c1-9bba-b9829d4e5b28;76 D0118;20;0;11;12;8;0;8;602;8025;8627;602;2;2012;ECF-MC;COUL
92d2a5fc-b8a3-4f31-9d3d-b63583cd3240;76 D0104;20;0;7;7;46;485;46;554;46672;46741;69;6;2007;BBSG;AC
