entityid;route;rub;age;mois;annee;prd;abd;prf;abf;cumuld;cumulf;long;epaisseurdernierstravaux;anneedernierstravaux;naturedernierstravaux;supportdernierstravaux
086f23a4-e20f-4e38-b988-a0cf2e2a678d;76 D0304;20;0;7;7;3;490;5;744;3507;5766;2259;1;2009;ES;ES
086f68f8-e3a8-4e19-b740-f159e9608254;76 D0927;20;0;11;11;3;296;3;680;3289;3673;384;5;1975;BBSG;AC
08705c57-7e38-4dfd-a5a6-b1e6ccaeb921;76 D0149;20;0;7;7;12;740;14;48;12784;14092;1308;1;2007;COUL;BBTM
087e27b7-69df-4408-8fcc-9b48ec915f6c;76 D0312;20;0;7;7;1;575;3;105;1580;3125;1545;1,5;1999;BBUM;BB-REP
089d70bb-73ea-4a0a-a95b-2c8aaa3c75c9;76 D0296;20;0;7;7;4;0;5;436;4034;5488;1454;2;2006;BB-REP;ES
08a53401-d522-4be0-aca5-9a31a447d954;76 D0471;20;0;7;7;0;0;0;209;0;209;209;4;1999;BB;ES
08b0f449-557d-4261-9c67-0f31035920b5;76 D0925;20;0;11;14;4;700;4;850;4886;5036;150;6;2014;BBSG;RABOT
08ba63d0-422d-4b15-bee6-83869da6d482;76 D0253;20;0;7;7;7;837;9;860;7838;9866;2028;1;2009;ES;BBSP
08bba30a-ca2b-4fb4-aeb2-09fe80e96575;76 D0132;20;0;7;7;6;770;6;772;6630;6632;2;6;1986;BB;BB
08dbbecb-821d-4796-8103-9b83d2873745;76 D0101;20;0;7;7;20;945;20;963;20844;20862;18;0;2000;ES;ES
08e49af9-5713-474d-8f60-3d68a4f542d4;76 D0096;20;0;11;9;38;256;40;767;38785;41328;2543;1;2009;ES;ES
08f0f178-f68a-4d85-afbb-c0b7ece612ab;76 D0057;20;0;11;8;9;410;10;24;9512;10251;739;3;2000;BBSP;ES
08fa1251-7736-4e75-970b-b2cff68c9c1f;76 D1015;20;0;7;7;1;244;1;790;1191;1737;546;4;2002;BB;COUL
0913f175-3bb2-4715-ab86-dc41383edd50;76 D0237;20;0;7;7;15;233;15;967;15294;16028;734;6;2000;BB;COUL
091ba031-91bd-4e8b-9c4d-353aba5214a1;76 D0040;20;0;7;7;14;688;16;55;14768;16132;1364;4;2001;BB;ES
091c1d54-d666-47ce-99d9-f3984cbb4a84;76 D0489;20;0;10;13;1;727;8;618;2043;9045;7002;6;2003;BB;BB
091cff16-ad65-48d3-a849-69506f2b4fd7;76 D0103;20;0;7;7;7;911;8;390;7952;8390;438;3;2000;BBSP;AC
091d81af-e55b-49ff-90e2-2b3cd4b5f16e;76 D0055;20;0;7;7;30;734;31;283;32032;32583;551;1;2001;COUL;BBUM
091f45f2-521f-412e-8e64-addd0ee32402;76 D0982;20;0;9;12;70;3160;70;4670;79629;81139;1510;1,5;2012;ECF-MC;BB
0922be41-c6aa-4618-80f7-d0d8aad09161;76 D0088;20;0;7;7;28;350;28;825;28412;28887;475;1;1999;BBUM;GB-REP
0928a7f6-74fe-4d1b-9b92-a7723bf2f2c0;76 D0086;20;0;7;7;24;654;24;820;21629;21795;166;6;2004;BB;AC
09618692-223a-40c2-85e3-19481030344e;76 D0080;20;0;5;8;12;470;12;715;12527;12772;245;5;1995;BB;AC
09754252-ca92-4135-8592-38185ac67830;76 D0001;20;0;7;7;7;870;9;0;7861;9045;1184;5;2005;BB;COUL
0989a6c3-c643-4244-952f-205eb0e53bc8;76 D0075;20;0;7;7;23;277;23;835;23502;24060;558;1;2003;COUL;ES
09984768-ef27-4410-8697-c73980b4d3be;76 D0149;20;0;12;11;85;100;86;223;85282;86414;1132;4;2006;BBM;BBSG
09a3780f-62e4-43de-b33b-e9ed34bc4ba2;76 D0083;20;0;7;7;9;468;11;394;9403;11395;1992;1;2005;ES;ES
09ac1e9f-6c15-4f5b-9e4a-38afa32fa57d;76 D0149;20;0;7;7;39;297;40;675;39409;40796;1387;1;2008;COUL;BB
09b089da-8b99-4b9d-80db-d8480f6de0af;76 D0034;20;0;7;7;30;266;31;0;29994;30793;799;6;1998;BB;BB-REP
09b1f3af-a838-48ee-be8c-26ef7126d6f7;76 D0024;20;0;7;7;2;631;2;899;2647;2915;268;1;2003;COUL;COUL
09bd2fdc-e7e1-419a-822f-15e3bd407d02;76 D0267;20;0;9;11;11;350;11;773;11501;11924;423;1,5;2013;ECF-BC;AC
09be7c2a-ece3-4543-a09c-4c84aa189dc5;76 D0291;20;0;7;7;0;0;2;0;0;2024;2024;2,5;1998;BBTM;BB-REP
09c0d16e-715c-48ae-8ca3-3fc6038690fe;76 D0068;20;0;11;14;31;750;32;580;31795;32634;839;1,5;2014;ECF-MC;AC
09c7551e-98fa-42db-8ac6-536e50dc0323;76 D0048;20;0;11;9;9;632;9;750;9537;9655;118;1;2010;ECF-MC;ES
09d2e65e-186e-483c-8a00-98f2443a0dd9;76 D0023;20;0;7;7;7;714;9;766;7754;9802;2048;2;2005;BB-REP;ES
09db3879-a154-4126-981e-f787c6623ed2;76 D0077A;20;0;7;7;0;0;0;640;0;640;640;2;2001;BB-REP;COUL
09e8c679-bde3-4927-a03b-e1b372e67d8d;76 D0938;20;0;3;8;19;110;20;800;11607;13355;1748;2,5;2002;BBTM;AC
09eb77e2-a495-4833-81ca-72dcc05518f3;76 D0070;20;0;7;7;26;502;27;310;26634;27445;811;1;2003;ES;BBSP
09f0f46b-f9cb-49cb-a397-ae7e7bc6a0d6;76 D0001;20;0;7;7;48;0;50;266;47931;50225;2294;2;2013;ES-MC;BB-REP
0a135a4d-7c2a-4657-ad1b-30b649b88726;76 D0225;20;0;7;7;0;348;0;947;348;947;599;6;1999;BB;ES
0a1a4fab-3a34-4595-b7d6-1a70e9eb6f50;76 D0132;20;0;2;10;0;0;0;150;0;150;150;4,5;2003;BB;AC
0a1da5c5-0913-4d61-9f14-5c492889fe4a;76 D0070;20;0;6;11;12;102;13;640;12121;13656;1535;4;2005;BB;BB
0a23c7d0-c3f9-49b9-9d38-bce1426acd57;76 D0111;20;0;9;12;4;530;4;543;4563;4576;13;0;1992;ES;AC
0a28cb0e-6894-4d19-857b-be7db32c74fb;76 D0058;20;0;10;13;22;251;22;867;22168;22784;616;1;2007;ES;BBUM
0a2b8b1a-e49a-4d84-9635-33d65c406c97;76 D1314;20;0;7;7;17;572;17;724;17568;17720;152;6;2007;BB;BB
0a30726b-c337-4893-8af3-504f21bbd68b;76 D0149;20;0;4;9;69;718;70;628;69772;70684;912;4;2004;BB;BB
0a354a3b-2e22-4563-a2db-55aa5c71d6f0;76 D0914;20;0;11;11;1;800;1;915;1752;1867;115;6;2011;BBME;AC
0a3b7ec1-0903-41d8-ba1f-2dfdf9a6a9f1;76 D0040;20;0;4;8;21;482;21;794;21586;21898;312;0,6;1996;ES;AC
0a3ff140-646b-4de7-bc72-fef37f221939;76 D0058;20;0;7;7;3;752;4;341;3733;4321;588;1;1998;COUL;ES
0a493390-1269-4b1d-a5c6-af75e2ee54d2;76 D0940;20;0;3;9;36;270;36;313;36864;36907;43;6;1994;BB;AC
0a4cb624-18b5-4ce3-8cdc-a8e65a3b204a;76 D6015;20;0;7;7;87;806;88;900;86834;87942;1108;2;2005;BBUM;!!!!!!
0a71517b-7abf-4da0-bc8b-5cfceb1440b7;76 D0068;20;0;7;7;16;928;20;52;16990;20070;3080;6;2001;BB;COUL
0aab54aa-2841-48bd-8b19-559cc0c342a0;76 D0003;20;0;11;11;28;140;30;285;28071;30274;2203;0,6;2007;ES;BB-REP
0abf7e9f-515d-464e-9514-5958828ae089;76 D0081;20;0;7;7;10;116;11;494;10224;11603;1379;1;1997;COUL;BB
0acca818-12da-4693-a2f9-f224e3effcdc;76 D0005;20;0;9;11;23;395;24;693;22949;24229;1280;1;2010;ECF-BC;BBUM
0ad46a30-c95b-4bc3-be18-33644b11fbee;76 D0067;20;0;7;7;46;896;47;944;48267;49283;1016;1,5;2012;ES-BC;BBSP
0ad76ff7-60bf-45bd-8720-9ed042824784;76 D0260;20;0;7;7;3;525;8;745;3532;8774;5242;0,5;2001;ES;ES
0aed2c34-ce4f-4635-955b-fb5c0c73859b;76 D0070;20;0;7;7;9;158;12;102;9159;12121;2962;2,5;2005;BB;BB
0af02c8c-55b3-445f-83ba-8a1e6f4596dd;76 D0057;20;0;1;8;10;772;11;500;10999;11626;627;1;2007;COUL;BB-REP
0b0196d5-0011-4838-88d8-9e1749cd97d7;76 D0064;20;0;3;8;22;760;23;739;22860;23894;1034;4;1999;BBTM;AC
0b120f7e-5005-4c3c-b820-fb11bad9de26;76 D0928;20;0;10;13;20;840;20;999;20823;20982;159;4;2012;BBME;BB
0b164506-524b-471f-97c8-0da84a4d4750;76 D0108;20;0;7;7;15;173;17;309;15054;17327;2273;1;2006;ES;ES
0b1aeb11-f1c8-4887-b379-e6a6749744a2;76 D0015;20;0;11;11;20;280;22;280;20385;22394;2009;4;2007;BBM;ES
0b4296e6-c2ba-43d6-b4f2-60e891682d12;76 D0013;20;0;8;8;63;0;63;938;62121;63059;938;1;2008;ES;ES
0b44a707-a2a6-482d-89c3-19bb0114450f;76 D0111;20;0;9;12;2;900;4;300;2953;4333;1380;1,5;2011;ECF-MC;BB
0b4c7d03-1fb6-4989-9006-5e987e284d6e;76 D0031;20;0;10;12;19;234;21;265;20367;22428;2061;1;2012;ES-BC;BB
0b521509-d852-4adb-9768-2cb33e14ba0e;76 D0062;20;0;7;7;9;520;11;150;9495;11055;1560;1;2006;COUL;COUL
0b5ac3c4-1746-4c34-922b-743d8bab78fb;76 D6014;20;0;2;9;11;800;11;970;11940;12110;170;5;2006;BB;AC
0b62fb5b-1983-418e-94af-e0750510f3b4;76 D0141;20;0;7;7;3;0;3;866;3313;4179;866;2;1997;BB-REP;BB-REP
0b68b87c-84ce-4323-b3bd-c6bd2af2c4b2;76 D0105;20;0;7;7;10;893;13;975;10891;13934;3043;1;2009;ES;BBSP
0b69e14d-f015-482e-b9d1-72bd717fe1f7;76 D0046;20;0;7;7;8;840;9;65;8882;9156;274;1;1999;COUL;AC
0b73c196-7a90-4625-b90c-1c1ad9f72dfb;76 D0090;20;0;2;8;1;800;2;300;1781;2375;594;6;2002;BB;AC
0b8c4539-aed5-4d3d-8cbf-c073470f7eb6;76 D0927;20;0;6;11;19;50;19;51;19271;19272;1;5;1990;BBSG;AC
0b946156-9b00-4efc-a81b-198415def920;76 D0915;20;0;7;7;13;760;18;333;12725;17310;4585;4;2007;BBM;BBTM
0b9afc35-c4f5-4367-a9ac-97ddf3f78551;76 D0013;20;0;2;9;22;500;24;700;22053;24289;2236;1;2010;ES-MC;AC
0bb392c7-b8b4-4bf4-bb3c-0496237e4553;76 D0043  G;20;0;7;7;17;470;17;799;2353;2682;329;1,2;1996;COUL;AC
0bc60fa6-dbf8-401a-9059-04822f82d8fb;76 D0054C;20;0;7;7;0;0;0;295;0;295;295;1,5;2011;ECF-MC;COUL
0bc97895-8c33-4eff-a246-2071792c252f;76 D0210;20;0;11;14;0;0;1;170;0;1187;1187;6;2014;BBSG;RABOT
0bd97438-0ba1-4722-8656-7b4f4ff8e261;76 D0068;20;0;10;7;2;776;3;262;2741;3206;465;1,8;1998;BBUM;GB-REP
0bee2a26-0db3-4d2d-bc2b-14f03cee7ac0;76 D0088;20;0;1;8;23;747;25;89;23743;25099;1356;0;2001;ES;ES
0c0758e2-c68c-4354-90a8-0d8fc7610079;76 D0007;20;0;12;7;84;270;84;385;86119;86234;115;1,5;2010;ES-MC;ES
0c10be90-c8f9-490f-b83a-e638b9538e31;76 D0173  G;20;0;7;7;9;780;10;0;4265;4458;193;7;1989;BB;BB
0c3b4ee6-ae43-4917-b43e-e67e4074d9f3;76 D0203;20;0;7;7;2;50;2;490;2042;2482;440;0;1983;ES;AC
0c4be84b-4740-4b33-9a45-0d53d3c2cd11;76 D0929;20;0;7;7;58;850;59;0;58480;58635;155;4;1998;BBMP;!!!!!!
0c53eeef-0f18-4495-b86c-5fda8ce49e8a;76 D0940;20;0;11;14;16;220;17;500;16703;17990;1287;6;2014;BBSG;AC
0c5892c6-2777-4e4d-9653-8c152ec04bb0;76 D0126;20;0;7;7;14;795;16;257;15117;16566;1449;1;1998;COUL;AC
0c60fcbe-2bf9-4feb-a3c1-f865aa12452b;76 D0263;20;0;1;8;14;352;18;337;13703;17809;4106;2;2002;BBUM;GB-REP
0c782c7a-c7a4-4c88-9457-de4943e12012;76 D0057A;20;0;8;7;0;0;0;300;0;300;300;1;2007;COUL;COUL
0c7c9806-01ae-4ea7-a541-bc48fae168cd;76 D0938  G;20;0;3;8;6;0;6;190;2941;3131;190;4;1996;BB;AC
0c80b49c-6bbe-48ca-9d7a-49d696d7f612;76 D0252;20;0;7;7;6;149;7;872;6178;7894;1716;1;2009;ES-SP;ES
0c87eb36-d64a-4d11-b888-e0f5a251eef5;76 D0095;20;0;8;11;7;301;7;355;7679;7733;54;2;2000;BBUM;BB-REP
0cad9753-3884-4568-a876-5dcede85dbf1;76 D0082;20;0;7;7;24;169;25;837;24429;26101;1672;4;2002;BB;ES
0cb515fe-e00b-4702-bf69-66fb529f9293;76 D0921;20;0;7;7;3;101;3;313;3350;3562;212;7;2007;BBSG;AC
0cb8446e-1c65-4494-8c04-63d89e701dfd;76 D0490;20;0;4;8;2;67;6;872;1674;6515;4841;6;1999;BB;BBSP
0cbdd140-3255-44d5-9a56-e38b39bedf90;76 D0011;20;0;7;7;18;0;18;200;18216;18416;200;4;2011;BBM;COUL
0cc88f2f-7960-4d32-9d47-46d545a40903;76 D0150;20;0;10;7;3;575;3;895;3175;3495;320;7;2007;BETOFX;BB
0cd73b1f-2fe9-4e81-9c63-40a7d0e21e83;76 D0003;20;0;3;10;60;450;60;600;59046;59196;150;3,5;1992;BB;AC
0cdde59c-5461-4b60-9c10-00006d49b37a;76 D0014;20;0;7;10;26;348;26;480;26401;26533;132;6;2005;BB-REP;ES
0ce0356f-4600-43c0-91e9-8ca77c0de28f;76 D0152;20;0;7;7;6;920;7;446;6948;7461;513;4;2005;BB;BBUM
0ce1066a-df2a-43bb-a17f-19a741aa06d9;76 D0044;20;0;7;7;17;17;19;967;17132;20085;2953;1;2005;ES;BBUM
0ceec659-c6ac-4364-90a8-ef87e34272c2;76 D0054;20;0;7;7;5;908;6;240;5923;6256;333;4;2006;BB;BB
0d3fd2c1-5653-414a-af9c-17536dba7898;76 D0046;20;0;10;13;3;5;4;511;3022;4541;1519;4;2012;BBSG;AC
0d4adebb-9055-455e-803b-95b55c18fd9a;76 D0069;20;0;9;11;15;756;17;77;15793;17106;1313;3;2000;BBSP;ES
0d4e00f0-3c75-4fbc-bae9-4539fdc2af5e;76 D0013;20;0;11;11;34;718;34;770;34292;34344;52;1;2001;COUL;AC
0d5759db-75c1-45c2-8705-84057993cfe2;76 D0041;20;0;11;12;0;0;4;268;0;4190;4190;2;2012;ECF-MC;ES
0d855a4a-772e-4d5f-8b9b-15b8f4061626;76 D0013;20;0;9;13;43;760;44;840;43263;44345;1082;1,5;2005;BBUM;BB-REP
0d8e146b-6c3c-470a-a5fa-7bb364361371;76 D0043;20;0;7;7;15;137;15;325;14977;15165;188;5;2012;BBSG;BBTM
0d9b36f7-cdfa-4026-aa2c-2e7cd82405ed;76 D0015;20;0;7;7;29;485;30;54;29684;30249;565;2;1997;BBUM;BB
0d9c0556-908c-466e-b9b7-cdb999e16799;76 D0252;20;0;10;7;7;872;10;0;7894;10222;2328;1,5;2001;BB;BB-REP
0daecdd5-f451-489a-800a-1bb3bb1b535f;76 D0149;20;0;7;7;77;782;78;33;77964;78192;228;8;2008;BBSG;COUL
0db41fae-2a88-4386-b99d-46f02d7e0167;76 D0023;20;0;7;8;19;3;20;55;18182;19240;1058;1;2008;ES;BBSP
0dcb4698-b489-4f3f-8b59-089ac8c34a9d;76 D0982;20;0;2;9;1;430;2;497;1532;2902;1370;4;2005;BB;AC
0dce9b6d-da43-47e9-9285-5cd03ddc7a6c;76 D0018E G;20;0;3;8;6;450;7;320;6459;7327;868;3,5;2011;BBSG;AC
0dd1054b-7df0-41ea-b313-19b821bfc1d0;76 D0008;20;0;2;10;19;0;19;361;18917;19278;361;1;2000;ES;ES
0dd429d9-dde9-4ed6-8abc-d50c396140a0;76 D0149;20;0;7;7;80;509;80;993;80701;81185;484;1,5;2004;COUL;AC
0dd45f13-05d1-42ce-9e1d-cef0784cb80e;76 E0418A2;20;0;1;10;0;0;0;117;0;117;117;2,5;2008;BBTM;BBME
0ddbfd8c-dfb5-414c-965e-84f6ae72ce25;76 D0059;20;0;7;7;4;340;5;938;4345;5934;1589;1;2004;ES;BBUM
0de69a45-1eb6-455d-9e44-f1839b3b079e;76 D0927  G;20;0;10;7;29;0;30;999;0;1999;1999;4;1997;BBM;BB
0e0142b6-51c1-447a-93e0-d35e7eb4f607;76 D0053;20;0;7;7;5;422;5;960;5521;6059;538;6;1998;BB;ES
0e035cd8-98fd-4da8-aa6d-7b40caeb96e4;76 D0126;20;0;7;7;0;540;1;313;540;1315;775;1;1999;COUL;ES
0e073215-fff8-4c4c-b9ab-92933458d782;76 D0121;20;0;2;10;10;1210;10;1699;10657;11146;489;1;1998;COUL;AC
0e077a76-6dbf-4ccd-bd44-2891cb26b33c;76 D0003;20;0;7;7;16;666;17;204;16637;17173;536;1;2000;COUL;BB
0e07f918-2171-48df-a886-c1f548a0e904;76 D0150;20;0;7;7;18;411;18;640;18081;18310;229;4;2004;BB;BB
0e1cec21-060b-42ee-9d11-3e9222f104e9;76 D0081;20;0;7;7;22;0;22;75;20740;20815;75;6;1995;BBSP;COUL
0e225db9-8762-458b-8abb-d5dc7890465a;76 D0104A;20;0;10;9;0;0;0;682;0;682;682;1;2009;COUL;BBTM
0e250941-5046-4daf-be39-2b86f4341fd9;76 D0481;20;0;7;7;0;0;3;299;0;3334;3334;6;2002;BB;BB
0e2bd45f-0913-40d1-973e-97b873a31d6c;76 D0047;20;0;7;7;15;200;16;0;14528;15339;811;1;2006;COUL;BB
0e3b9175-7902-422e-ac34-97d0a07d3a66;76 D6014;20;0;11;11;7;50;8;0;7064;8015;951;1,5;2012;ES-BC;AC
0e3c82f8-8ef2-4775-98d9-497cf0b3066a;76 D0014;20;0;12;11;25;0;26;318;25047;26371;1324;6;2005;BB-REP;ES
0e447109-4dd5-4180-90b5-9ce8e0aeaab7;76 D0111;20;0;7;7;21;767;22;100;22053;22461;408;2;2008;COUL;BB
0e4e7e3b-9d3a-4bcd-bcdc-5d88eab28004;76 D0373;20;0;7;7;2;725;3;41;2303;2575;272;3;1994;BBTM;ES
0e5044ee-09b7-41e3-bbfc-83966c90c4ce;76 D0018E;20;0;11;14;8;45;8;85;8069;8109;40;6;2014;BBSG;AC
0e50fe3f-2127-4691-b8f1-0725c97941d5;76 D0929;20;0;7;7;8;900;9;420;9021;9537;516;4;2005;BBMP;!!!!!!
0e538582-18a5-46e3-bffa-cdb59f957b8b;76 D0021;20;0;7;7;13;293;16;700;13352;16853;3501;1;2006;ES;ES
0e69e388-ab08-4cec-9dcd-fcde4895030a;76 D0234;20;0;10;7;8;866;9;0;8872;8882;10;1;1997;BBUM;BB-REP
0e7733fd-8e9a-4e66-84c1-0b89d6fbe1ea;76 D0092;20;0;7;7;7;920;8;449;7646;8226;580;1;2000;COUL;AC
0e883049-cb16-4cef-8c33-1b89906af261;76 D0927;20;0;11;7;19;2851;22;0;22072;22452;380;1;2000;COUL;BB
0e966640-87a7-4db2-980b-93033cbaec0e;76 D0142;20;0;7;7;24;706;27;499;24754;27559;2805;1;2009;COUL;BB
0e9cbfcb-68d6-421a-9705-6c6d5e8f20d8;76 D0009A;20;0;7;7;1;0;1;309;432;741;309;9999,99;1900;!!!!!!;AC
0ea43cd5-7089-46da-8dba-b88d01039e0c;76 D0017;20;0;7;7;18;939;20;452;18538;20002;1464;1;2006;ES;BBSP
0ea5ca26-61b8-45e2-85c0-5abad64a5217;76 D0840;20;0;2;10;9;625;10;95;2773;3245;472;1;1990;COUL;BB
0eb3e9e8-9128-4f77-b23b-a3f7a3c33449;76 D0443;20;0;7;7;0;1510;2;60;1510;2138;628;4;2003;BB;AC
0ec9f9dd-e11b-460d-9c8c-fbcf72c8110e;76 D0022;20;0;1;8;2;650;7;303;2629;7293;4664;2;2002;BBUM;GB-REP
0ed3f772-bcc3-480f-9fd8-6a6b5cfba1b3;76 D0050;20;0;12;12;8;731;9;250;8830;9388;558;4;2004;BB;BB
0ef0a0d5-e501-4844-b274-dac2041d11cf;76 D0049;20;0;7;7;0;861;1;102;861;1129;268;4;1998;BB;BB
0ef3df0f-c714-4df5-82a3-20c245a34ddb;76 D0010;20;0;7;7;21;229;27;220;20640;26630;5990;1;2007;COUL;BBUM
0ef6130e-e27c-4488-885a-123dca6750b1;76 E6382A3;20;0;7;7;0;0;0;250;0;250;250;9999,99;1900;!!!!!!;BB
0efb7fd5-b9ff-467d-a5e5-be803000a4b3;76 D0286;20;0;7;7;0;0;0;35;0;35;35;1,5;1997;COUL;COUL
0f0a127c-edad-46b5-bf01-db28789dd971;76 D0107;20;0;7;7;11;160;11;991;11147;11978;831;4;2005;BBSP;ES
0f11bd5a-46bb-4ea7-b838-f3eb3d41fa00;76 D0051;20;0;9;11;18;120;18;181;18362;18423;61;7;2013;BBSP;AC
0f20433e-4a1c-4e0a-af0c-6ce1228e1d49;76 D0078;20;0;7;7;7;423;9;482;7429;9511;2082;2;2008;BBUM;ES
0f31e6f6-c74b-4dca-b551-afd184787e9c;76 D0258;20;0;7;7;1;808;6;136;1799;6157;4358;0,5;2005;ES;ES
0f336e2a-d6e1-4352-973a-333dd635e714;76 D0072;20;0;7;7;14;215;14;675;14368;14828;460;5;1999;BB;ES
0f4a69d3-61fe-424b-aa06-73ebc70c8670;76 D0098;20;0;7;7;5;513;10;1015;5505;10984;5479;0,6;2003;ES;ES
0f5e2c24-813c-40c3-be19-b08034b47b2b;76 D0016;20;0;6;8;5;918;5;944;5931;5957;26;5;2000;BBUM;ES
0f6072e4-2401-463f-ae22-ff480c0405e0;76 D0097;20;0;7;7;4;650;5;100;4749;5216;467;0,6;2006;ES;BBUM
0f69e00b-52f7-4a6e-802c-493f68786025;76 D0913;20;0;7;7;3;2266;3;2407;5336;5477;141;1;1987;COUL;AC
0f6b67b7-dfa4-4c4d-9f02-f6d5ed2348a3;76 D0068;20;0;11;14;32;580;34;788;32634;34825;2191;1,2;2014;ES-BC;AC
0f6ba45e-3032-4901-a28c-39b263347a37;76 D0097;20;0;11;14;9;654;10;178;9833;10336;503;1,2;2014;ES-BC;AC
0f703f40-b327-4c99-8384-9061056f1310;76 D0112;20;0;10;13;10;366;10;390;10402;10426;24;4;2000;BB;BB-REP
0f7ce22e-d320-43a8-ad54-d723e72404ae;76 D0023;20;0;7;7;27;890;28;220;27112;27465;353;1;2006;COUL;BB
0f89e471-fb48-4fc0-a128-471502c1beb2;76 D0915;20;0;7;7;8;318;9;88;8370;9167;797;4;2005;BBM;BB
0f8f01f5-9c50-4832-b8bc-9e8eb4bdb31b;76 D0067;20;0;7;7;3;181;4;280;3167;4152;985;1,5;2006;COUL;AC
0f965e87-b39d-4716-a473-7b05a926be97;76 D0107;20;0;10;13;33;552;33;848;33518;33814;296;6;2006;BB;BB
0f9fd7a0-a313-4dce-bf3c-405d46d7194c;76 D0925;20;0;7;7;114;0;115;61;111170;112245;1075;8;2008;BBSG;BBTM
0fa05f76-4ac1-4e0d-b258-b6d5ae70d8f8;76 D0027;20;0;11;14;25;330;26;182;25500;26354;854;1,2;2014;ES-BC;AC
0faaac45-f470-4adc-8bc0-086b24963126;76 D0048;20;0;7;7;0;0;2;993;0;2863;2863;3;1999;BBSP;ES
0fabb26e-fa98-4d57-961e-a4e75d7cc48d;76 D0142;20;0;10;13;2;769;5;100;2802;5097;2295;2;2012;BBM;AC
0fbb26df-ee67-4a23-a794-cb31b86227fd;76 D0053;20;0;7;7;75;500;75;840;75808;76148;340;0,6;2002;ES;AC
0fbefdc3-dc22-4b1d-8fa0-b8f1f56a8222;76 E0489B2;20;0;7;7;0;0;0;270;0;270;270;9999,99;1900;!!!!!!;BB
0fbfda8a-c2e2-4b7a-b17f-acd4782c6150;76 D0110;20;0;11;14;15;875;19;397;16154;19704;3550;1,2;2014;ES-BC;AC
0fcda877-56a3-4c98-a206-2908f1a235a6;76 D0002;20;0;10;9;32;799;32;990;32554;32745;191;1;2008;COUL;BB
0fd2b11c-ab9c-4092-905c-5a22538396f0;76 D0271;20;0;7;7;1;306;6;108;1315;6154;4839;4;2002;BBSP;ES
0fd50e71-257c-4349-97c5-8cd465c332e0;76 D0103;20;0;7;7;9;400;10;500;9399;10508;1109;10;2009;BBSP;ES
0fdb08cf-ac25-4e3a-b4bb-4004aed61434;76 D0929;20;0;7;7;42;373;43;681;41929;43230;1301;2,5;2000;BBTM;COUL
0fe37def-cc24-42e0-8aa4-29902a4387cb;76 D0928;20;0;7;7;67;0;68;0;67233;68246;1013;0;1987;ESLGg;!!!!!!
0ff43d2a-02e7-484b-a8c5-6f77deda64f8;76 D0066;20;0;7;7;12;680;12;1544;12474;13338;864;2,5;1998;BBTM;BB-REP
0ff5b696-1187-46cd-876f-453bc17fd9b9;76 D0100;20;0;7;7;15;698;16;995;15327;16625;1298;1;2007;COUL;BB-REP
0ff94b14-af5b-48a7-9b5f-0bba645472bc;76 D0053;20;0;7;7;12;476;12;796;12591;12911;320;1;2005;COUL;ES
0ffd403d-2d49-4d21-9ab0-956159d9c216;76 D0049A;20;0;7;7;0;0;0;238;0;238;238;1,5;2000;COUL;BB
0ffe7d01-00b0-4a27-8608-20613b8119fb;76 D0139;20;0;7;7;2;990;3;425;1874;2366;492;3;2002;BB;BB
10006af7-a652-4cc9-a842-d6d561302f53;76 D0018E G;20;0;7;7;0;0;0;750;0;750;750;4;2007;BBM;AC
1011ea75-c626-47ef-9795-e06bf2fdefed;76 D0043;20;0;7;7;11;520;11;583;11256;11319;63;6;2013;BBSG;AC
101ffe9f-b831-44a0-9d90-65fa03a2497b;76 D0084;20;0;9;11;15;571;18;55;12844;15286;2442;1;2011;ES-MC;BB-REP
102166a6-cade-4489-975a-cbbe06181805;76 D0920;20;0;7;7;7;901;10;809;7926;10850;2924;1,5;2005;COUL;BBTM
10266f50-8b56-4a65-94dc-64fe1a225193;76 D0920;20;0;12;11;44;225;45;117;43790;44713;923;1;2008;COUL;BB
102e8175-0152-4ca4-9e6a-871906f35890;76 D0226;20;0;7;7;12;587;13;634;12619;13666;1047;2;2006;BBUM;ES
10340315-41fd-49a6-9f7b-fe6dcf2e3f9c;76 D0050;20;0;7;7;38;278;38;897;38456;39075;619;6;2000;BB;COUL
103fd450-d43a-4fea-b3c0-60f6cb430bbe;76 D0104;20;0;12;12;0;629;1;0;629;951;322;1;2002;COUL;BBUM
1067b038-d87a-4a68-993a-b5bb63bfe666;76 D0070;20;0;6;11;13;850;14;55;13866;14067;201;4;2005;BB;BB
1082cc93-390d-49d3-8520-5015151ebadf;76 D0068;20;0;7;7;3;262;4;803;3206;4747;1541;1;2007;ES;BBUM
10ad1019-331e-4538-8198-5fc24ce43051;76 D0067;20;0;7;7;23;744;23;1655;23819;24730;911;5;2005;BB;AC
10b0434f-e9a8-4ddb-974f-50e09eb84ee2;76 D0067;20;0;7;7;39;433;39;707;40787;41061;274;1;2009;ES;BBSP
10b59f08-79bd-4f4c-9cb3-644d10720862;76 D0096;20;0;1;8;27;295;30;0;27805;30508;2703;2;2007;BB-REP;ES
10b74fa8-be33-4365-a073-51e0f231f07c;76 D0003;20;0;7;7;60;600;60;850;59196;59446;250;4;2003;BB;AC
10b78a4b-b7d8-432e-917a-b6f210593f46;76 D0013;20;0;9;12;3;600;3;743;3598;3741;143;6;2012;BBSG;BBTM
